Row Labels,Ward/Project Number,Project Name,SubProject Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,PKS000017-557,Park Development,Fleet-Area Maintenance (Ph 2 of Tree Serv. 2011),114,"1,886",0,0,0,0,0,0,0,0
,PKS000017-611,Park Development,Dogs Off-Leash Area Improvements FY2015-FY2016,0,500,500,0,0,0,0,0,0,0
,PKS000019-219,Playgrounds/Waterplay,Play Equipment Program FY2015-2023,0,150,150,150,150,150,150,150,150,150
,PKS000019-235,Playgrounds/Waterplay,CAMP (SGR) Waterplay FY2015-2023,0,900,900,900,900,900,900,900,900,900
,PKS000022-106,Trails & Pathways,Maryvale Pk-Foot Bridge from Murray Glen Dr^,0,0,0,0,0,100,900,0,0,0
,PKS000022-121,Trails & Pathways,"East Don Trail Ext. Wards 29,31,34^",0,50,950,0,0,0,0,0,0,0
,PKS000022-206,Trails & Pathways,Thomson Park - Install Walkway Under Bridge^,0,0,0,0,0,150,"1,350",0,0,0
,PKS000022-245,Trails & Pathways,East Don Trail Ext. Ph 2,0,0,0,0,0,0,400,0,0,0
,PKS000024-192,Environmental Initiatives,Community Garden FY2015-2023,0,100,100,100,100,100,100,100,100,100
,PKS000026-112,Special Facilities,"Golf Course-CW Tee Renon Traps, Enhance FY15-23",0,500,500,500,500,500,500,500,500,500
,PKS907800-4,Information Technology,IT-Case Management System (CMS) FY2014,100,150,0,0,0,0,0,0,0,0
,PKS907800-42,Information Technology,IT-Customer Service/eService FY2013-2016,450,150,0,0,0,0,0,0,0,0
,PKS907800-43,Information Technology,"IT-Work, Asset Management & Mapping 2013-2016",700,20,0,0,0,0,0,0,0,0
,PKS907800-44,Information Technology,IT-Life & Building Security/Automation FY2015,0,400,0,0,0,0,0,0,0,0
,PKS907800-5,Information Technology,IT-Customer Service/eService,300,300,0,0,0,0,0,0,0,0
,PKS907800-6,Information Technology,IT-HR Management System (HRMs) FY2014,150,0,0,0,0,0,0,0,0,0
,PKS907800-7,Information Technology,IT-Life & Building Security/Automation FY2014,150,100,350,0,0,0,0,0,0,0
,PKS907800-8,Information Technology,"IT-Registration, Permitting & Licensing",0,0,228,350,0,0,0,0,0,0
,POL906124-2,32 Division,32 Division (2018-2019),0,0,0,"4,990","1,997",0,0,0,0,0
,POL906583-3,Servers,Servers 2014-2023 program (S5) ,"4,515","4,515","3,045","2,499","4,203","4,741","4,741","3,197","2,624","4,807"
,POL907513-1, Voice Logging Lifecycle Replacement,Replacement of the Voice Logging Equipment (S6),0,0,0,0,300,0,0,0,0,300
,POL907516-1,Electronic Surveillance System Lifecycle Replaceme,Replacement of the Electronic Surveillance (S6),0,0,0,"1,069",0,0,0,0,"1,091",0
,POL907517-2,Digital Photography Lifecycle Replacement,Digital Photography Lifecycle Replacement (S6),0,128,129,0,0,0,122,128,0,0
,POL907521-1,DVAMS -11 Lifecycle Replacement,Digital Video Asset Mgmt System II Replacement(S5),"1,203",0,0,0,0,"1,263",0,0,0,0
,POL907522-2,Asset and Inventory Management System Replacement ,Asset and Inventory Management Replacement  S5,72,0,0,0,72,0,0,0,72,0
,POL907523-2,Property and Evidence Scanners Lifecycle,Replacement of the Scanners at the Property  S6,0,0,117,0,0,0,0,119,0,0
,POL907524-1, DPLN Replacement,Divisional Parking Lot Networks Replacement S6,0,0,0,0,700,0,0,0,0,700
,POL907525-3,Small Equipment Replacement , video equipment  (S5),92,92,92,92,92,92,92,92,92,92
,POL907525-5,Small Equipment Replacement ,Telephone Handset Replacement (S6),0,0,0,0,0,750,750,0,0,0
,POL907526-2,DVAMS 1 Lifecycle Replacement,Replacement of the DVAMS 1 Equipment (S6),0,949,0,0,0,0,949,0,0,0
,POL907532-1,Human Resources Management System (HRMS) Upgrade,Human Resources Management System (HRMS) Upgrade,360,761,0,0,0,0,0,0,0,0
,POL907613-2,AFIS replacement,AFIS - 2018 - S6,0,0,0,0,"3,053",0,0,0,0,0
,POL907734-1,Radio Replacement (2016-2020),Radio Replacement (2016-2020),0,0,"13,913","2,713","3,542","2,478","4,093","5,304","4,480",0
,POL907788-2,Fleet Equipment,Fleet Equipment (S5),100,100,100,100,100,100,100,100,100,100
,POL907804-1,55 Division Renovation,55 Division Renovation,0,0,0,0,0,0,0,0,0,"3,000"
,POL907805-1,22 Division Renovation, 22 Division Renovation,0,0,0,0,0,0,0,0,0,"3,000"
,POL907860-1,Peer to Peer Site,Peer to Peer Site,250,0,0,0,0,0,0,0,0,0
,POL907900-1,TPS Archiving,TPS Archiving,0,0,0,750,0,0,0,0,0,0
,POL907901-1,Relocation of FIS,Relocation of FIS,0,0,0,0,0,0,0,0,0,"1,000"
,SOC907042-6,TESS Web-Based IT Development Project,Employment Assistance - Phase 2,500,0,0,0,0,0,0,0,0,0
,SOC907042-9,TESS Web-Based IT Development Project,Case Management - Phase 2,600,0,0,0,0,0,0,0,0,0
,SOL000065-87,DIVERSION SYSTEMS,Multi-Unit In-unit SSRM Containers,"1,250",250,0,0,0,0,0,0,0,0
,SOL906419-5,PERPETUAL CARE OF LANDFILLS,PERPETUAL CARE OF LANDFILLS - 2011,600,600,600,0,0,0,0,0,0,0
,SOL907244-11,Transfer Station Asset Management - 2008 to 2013, Transfer Station Asset Management - 2012,"1,000",0,0,0,0,0,0,0,0,0
,SOL907246-20,Landfill Development,CELL EXCAVATION AND BASE CONSTRUCTION-2011,500,0,0,0,0,0,0,0,0,0
,SOL907246-33,Landfill Development,BUFFER LAND 2017-2022,0,0,0,"1,500","1,500","1,500","1,500","1,500","1,500","1,500"
,SOL907631-1,Disco SSO Facility, Disco SSO Facility,"8,000",0,0,0,0,0,0,0,0,0
,SOL907863-1,Biogas Utilization,Construction of Biogas Infrastructure - 2013,"5,000",0,0,0,0,0,0,0,0,0
,TCS906629-5,POA Application Development,POA Application Interfaces,109,0,0,0,0,0,0,0,0,0
,TED907191-2, Project Management/Consulting,  Project Management/Consulting PH 2,500,0,0,0,0,0,0,0,0,0
,TED907519-2,Radio Communications System Replacement Project,Transitional Costs,330,0,0,0,0,0,0,0,0,0
,TED907519-4,Radio Communications System Replacement Project,Construction -Radio Sites and Towers,500,0,0,0,0,0,0,0,0,0
,THR907676-1, INTEGRATION AND STRATEGY INITIATIVE,311 Contact Centre Enhancement Initiative,0,"1,500",0,0,0,0,0,0,0,0
,TPA907548-1,New CP Provision,New CP Provision,0,0,0,0,0,0,0,0,"8,000","8,000"
,TPA907736-2,Pay & Display Equip 2013-2014,Pay & Display Equip 2013-2014,850,0,0,0,0,0,0,0,0,0
,TPA907877-1,Structural Maint and Tech (2015-2023),Structural Maint & Tech (2015-2023),0,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000"
,TPH907777-1,HF/HL Point of Care 2013,HF/HL Point of Care,"1,867","1,950",0,0,0,0,0,0,0,0
,TRC000003-2,GREENSPACE LAND ACQUISITION (Toronto Share),Greenspace Land Acquisition Future Years project,0,0,0,0,0,100,100,100,100,100
,TRC000003-5,GREENSPACE LAND ACQUISITION (Toronto Share),Greenspace Land Acquisition (active 09+),100,100,100,100,100,0,0,0,0,0
,TRC000009-4,PUBLIC USE INFRASTRUCTURE,All Public Use sites (After Current 5 Year),0,0,0,0,0,198,198,198,198,198
,TRC000009-7,PUBLIC USE INFRASTRUCTURE,Kortright Centre Improvements 2008+,60,60,60,60,60,0,0,0,0,0
,TRC000009-8,PUBLIC USE INFRASTRUCTURE,Conservation Area Improvements 2008+,138,138,138,138,138,0,0,0,0,0
,TRC000017-21,WATERFRONT & VALLEY EROSION CONTROL,POST 5 YEARS EROSION: ALL SITES,0,0,0,0,0,"1,600","1,600","1,600","1,600","3,600"
,TRC000017-71,WATERFRONT & VALLEY EROSION CONTROL,Shoreline Monitoring & Maintenance 2009 and on,400,400,400,400,400,0,0,0,0,0
,TRC000017-76,WATERFRONT & VALLEY EROSION CONTROL,2011+ Erosion Control Works Major Maintenance,"1,200","1,200","1,200","1,200","1,200",0,0,0,0,0
,TRC000468-3,MAJOR  FACILITIES RETROFIT,Major Facilities Retrofit 08+,460,460,460,460,460,460,460,460,460,460
,TRC16    -21,WATERFRONT DEVELOPMENT,ACTIVE Wtrfrnt Dev:POST CURRENT 5 YEAR-ALL,0,0,0,0,0,"1,423","1,423","1,423","1,423","1,423"
,TRC16    -37,WATERFRONT DEVELOPMENT,Wtrfrnt Dev:Environmental Monitoring & Maintenance,245,245,245,245,245,0,0,0,0,0
,TRC16    -40,WATERFRONT DEVELOPMENT,Wtrfrnt Dev :Information Management,50,50,50,50,50,0,0,0,0,0
,TRC16    -47,WATERFRONT DEVELOPMENT,Base Scarborough Shoreline Access (increase exclud,80,80,80,80,80,0,0,0,0,0
,TRC16    -48,WATERFRONT DEVELOPMENT, Waterfront Development ongoing Major Maintenance,188,188,188,188,188,0,0,0,0,0
,TRC906093-4,TRCA INFORMATION TECHNOLOGY,Info Technology:Replacement items 2008+,264,264,264,264,264,264,264,264,264,264
,TRE906803-1,Revenue System - Phase II (Part 2),Revenue System - Phase II,221,0,0,0,0,0,0,0,0,0
,TRE906804-3,Accounts Payable Process Improvements,Accounts Payable Process Improvements Phase III,194,0,0,0,0,0,0,0,0,0
,TRE906809-1,Tax & Utility Replacement,Tax Billing System,110,0,0,0,0,0,0,0,0,0
,TRE906809-2,Tax & Utility Replacement,Utility Billing System,0,0,185,0,0,0,0,0,0,0
,TRE906809-4,Tax & Utility Replacement,Utlilty Billing System Replacement,0,61,0,0,0,0,0,0,0,0
,TRE906811-1,Parking Tag Mgmt Software Replacement,Parking Tag Mgmt Software Replacement,0,0,0,168,0,0,0,0,0,0
,TRE906811-2,Parking Tag Mgmt Software Replacement,Parking Tag Mgmt Software Replacement II,0,0,0,482,770,956,0,0,0,0
,TRE906815-1,Workflow & Document Mgmt Technology,Workflow & Document Mgmt Technology,378,0,0,0,0,0,0,0,0,0
,TRE906890-1,eProcurement - Implementation,eProcurement - Implementation,105,0,0,0,0,0,0,0,0,0
,TRN000172-8,Third Party Signals,13TM-01TP Third Party Signals 2013-2016,345,364,364,0,0,0,0,0,0,0
,TRN000183-23,Cycling Infrastructure,Cycling Infrastructure 2013 History,"1,000",0,0,0,0,0,0,0,0,0
,TRN035   -10,Advanced Traffic Signal Control,13TM-01TPAdvanced Traffic Signal Control 2013-2016,668,264,264,0,0,0,0,0,0,0
,TRN036   -11,Traffic Control - RESCU,13TM-01TP Traffic Control RESCU 2013-2016,99,60,60,0,0,0,0,0,0,0
,TRN036   -6,Traffic Control - RESCU,Traffic Control - RESCU 2014 & Future,"1,001",121,121,121,121,121,121,121,121,121
,TRN037   -10,Accessible Pedestrian Signals (Audible Signals),13TM-01TP Audible Signals 2013-2016,293,297,297,0,0,0,0,0,0,0
,TRN055   -14,City Bridge Rehabilitation ,Bridge Assessments,"1,000","1,000","1,000","1,000","1,000",0,0,0,0,0
,TRN160   -10,ENGINEERING STUDIES,Engineering Studies - 2013 History,170,0,0,0,0,0,0,0,0,0
,TRN906086-11,Laneways ,Laneways 2013 History,350,205,190,190,135,0,0,0,0,0
,TRN907852-1,Section 37 Wilson Avenue,Bathurst Street to Dufferin Road,20,0,0,0,0,0,0,0,0,0
,TTC000110-6,Subway Track,Subway Track Improvement,552,0,0,0,0,0,0,0,0,0
,TTC000210-6,Traction Power - Various,Traction Power - SOGR,0,0,0,0,0,0,0,"10,000","12,000",0
,TTC000220-5,Power Dist./Electric Systems - Various,Power Dist./Electric Systems - SOGR,0,0,0,0,0,0,"5,000","5,000","5,000",0
,TTC000230-3,Communications - Various,Communications - Legislated,0,0,0,0,361,0,0,0,0,0
,TTC000240-4,Signal Systems - Various,Signal Systems - SOGR,0,0,0,0,0,0,"3,000",0,0,0
,TTC000310-5,Finishes - Various,Finishes - SOGR,0,0,0,0,0,0,"10,000","10,000","11,000","5,000"
,TTC000310-6,Finishes - Various,Finishes - Improvement,795,0,0,0,0,0,0,0,0,0
,TTC000320-1,Equipment - Various,Equipment - SOGR,0,0,0,0,0,0,"14,000",0,0,0
,TTC000320-8,Equipment - Various,Equipment -SOGRS,56,0,0,0,0,0,0,0,0,0
,TTC000330-4,Yards and Roads - Various,Yards and Roads Expansion,788,834,0,0,0,0,0,0,0,0
,TTC000330-6,Yards and Roads - Various,Yards and Roads - Legislated,"2,801",420,270,0,0,0,0,0,0,0
,TTC000379-1,Fire Ventilation Upgrade,Fire Ventilation Upgrade - SOGR,0,0,0,0,0,0,0,"6,000","7,000",0
,TTC000390-5,Other Bldgs & Structures Projects,Other Buildings and Structures - Legislated,0,35,270,0,0,0,0,0,0,0
,TTC000415-3,Replacement of Wheel-Trans Vehicles,Replacement Wheel-Trans Vehicle ,0,0,0,0,0,0,"2,000",0,0,0
,TTC000432-1,Bus Heavy Rebuild Program - Overhaul,"Bus Heavy Rebuild Program, Overhaul - SOGR","6,950","7,139","7,907",0,0,0,0,0,0,0
,TTC000460-4,Subway Car Overhaul Program,Subway Car Overhaul Program - SOGR,0,0,0,338,0,0,0,0,0,0
,TTC000470-4,Automotive Non-Revenue Vehicles,Automotive Non-Revenue Vehicles - SOGR,334,0,0,0,0,0,0,0,0,0
,TTC000480-8,Rail Non-Revenue Vehicle Overhaul,Rail Non-Revenue Vehicle Overhaul - SOGR,158,0,0,0,0,0,0,0,0,0
,TTC000520-1,Fare Handling Equipment,Fare Handling Equipment - SOGR,"1,183",0,0,0,0,0,0,0,0,0
,TTC000610-4,Environmental Programs ,Environmental Programs - Legislated,0,0,0,0,0,0,"4,000",0,0,0
,TTC000910-1,Furniture & Office Equipment,Furniture & Office Equipment - SOGR,78,0,0,0,0,0,0,0,0,0
,TTC000910-4,Furniture & Office Equipment,Furniture & Office Equipment - SOGR,0,0,76,177,145,26,1,3,2,0
,TTC000920-5,Other Service Planning,Other Service Planning - Improvement,0,0,269,876,275,275,275,275,275,275
,TTC907744-3,Fare System,Fare System - Expansion - Scope Change,250,0,0,0,0,0,0,0,0,0
,TTC907749-1,Leslie Barns Streetcar Maint.& Storage Facility,Leslie Barns Streetcar Main. & Storage Facility,"10,000",0,0,0,0,0,0,0,0,0
,URB906181-7,NEW ZONING BYLAW,SUPPORT FOR LEGAL CHALLENGES,755,0,0,0,0,0,0,0,0,0
,URB906181-9,NEW ZONING BYLAW,OP Compliance Review,0,0,0,0,0,0,0,113,113,0
,URB906188-3,PLACES - FUTURE YEARS,PLACES - Ongoing FY2013,"1,363",0,0,0,0,0,0,0,0,0
,URB906673-10,NATURAL HERITAGE INVENTORY STUDIES,Inventory & Integration Evaluation System,81,81,0,0,0,0,0,0,0,0
,WAS000007-189,ASHBRIDGES BAY WWTP REHAB,PROCESS AND EQUIPMENT,"2,360","2,840",0,0,0,0,0,0,0,0
,WAS000007-19,ASHBRIDGES BAY WWTP REHAB,FERROUS UPGRADES,40,141,53,4,0,0,0,0,0,0
,WAS000007-46,ASHBRIDGES BAY WWTP REHAB,Rehab of Grounds and Buildings,455,5,0,0,0,0,0,0,0,0
,WAS000007-47,ASHBRIDGES BAY WWTP REHAB,PT ENGINEERING DESIGN & CONTRACT ADMIN,33,33,30,23,8,1,0,0,0,0
,WAS000007-49,ASHBRIDGES BAY WWTP REHAB,PROCESS UPGRADES AND ODOUR CONTROL ENGINEERING,24,9,3,0,0,0,0,0,0,0
,WAS000259-23,TRUNK SEWER SYSTEM,TRUNK SEWER REHABILITATION,225,225,0,0,0,0,0,0,0,0
,WAS000442-12,BASEMENT FLOODING RELIEF,ROAD RESTORATION FOR BSMT FLDG,"3,000","3,000",0,0,0,0,0,0,0,0
,WAS000521-3,HIGHLAND CREEK WWTP - BUILDING SERV & SITE DEV,HCTP BLDG REHAB & IMPROVEMENTS,500,"4,000","4,000","3,000",0,0,0,0,0,0
,WAS000523-1,HIGHLAND CREEK WWTP - O&M UPGRADES,PLANT FIRM CAPACITY UPGRADES - PHASE V,0,0,0,0,0,0,0,0,0,145
,WAS906322-9,W&WW LABORATORIES,LAB EQUIPMENT,100,100,0,0,0,0,0,0,0,0
,WAS906328-11,SWM END OF PIPE FACILITIES,BONAR CREEK CONSTRUCTION,16,64,173,435,423,197,12,0,0,0
,WAS906328-12,SWM END OF PIPE FACILITIES,EARL BALES SWM FACILITY - PHASE 2,"3,500","1,000",500,0,0,0,0,0,0,0
,WAS906328-35,SWM END OF PIPE FACILITIES,EASTERN BEACHES WATER QUALITY IMPROVEMENTS,250,0,0,0,0,0,0,0,0,0
,WAS906328-6,SWM END OF PIPE FACILITIES,DON VALLEY SWM,0,0,0,0,3,13,151,151,0,0
,WAS906328-9,SWM END OF PIPE FACILITIES,NORTH TORONTO CSO CONSTR,"4,500",500,0,0,0,0,0,0,0,0
,WAS906331-9,SWM SOURCE CONTROL PROG,DOWNSPOUT DISCONNECTION PROGRAM,15,15,25,15,15,0,0,0,0,0
,WAS906380-1,HIGHLAND CREEK WWTP - ODOUR CONTROL,ODOUR CONTROL UPGRADES - PHASE 1 ENG,650,510,250,650,100,5,0,0,0,0
,WAS906486-3,ASHBRIDGES BAY T.P. - III YR2004,PCS-PLANT SRVS,170,360,30,0,0,0,0,0,0,0
,WAS906486-4,ASHBRIDGES BAY T.P. - III YR2004,LANDSCAPE SITE DESIGN,0,0,0,0,0,0,400,400,0,0
,WAS906487-2,HIGHLAND CREEK T.P. - IV YR2004,PCS PLANT SERVICES,81,213,0,0,0,0,0,0,0,0
,WAS906488-2,HUMBER T.P. - II YR2004,PCS PLANT SERVICES,97,55,0,0,0,0,0,0,0,0
,WAS906492-10,WET WEATHER FLOW MP ,10 Yr WWFMP Public Ed - Communications,0,0,241,322,412,483,483,483,483,483
,WAS906492-11,WET WEATHER FLOW MP ,10 Yr WWFMMP Implementation,0,0,0,40,40,40,40,40,40,40
,WAS906492-14,WET WEATHER FLOW MP ,WWFMP IMPLEMENTATION - DESIGN&CONTRACT ADMIN,260,124,0,0,0,0,0,0,0,0
,WAS906492-15,WET WEATHER FLOW MP ,WWF MONITORING STATIONS,0,0,13,13,13,0,0,0,0,0
,WAS906492-2,WET WEATHER FLOW MP ,WWFMP - PUBLIC EDUCATION,500,500,500,0,0,0,0,0,0,0
,WAS906492-40,WET WEATHER FLOW MP , 10 YEAR SWM - CONVEYANCE,0,0,0,0,0,0,0,0,241,241
,WAS906492-44,WET WEATHER FLOW MP ,SWM CONVEYANCE 2013,89,0,0,0,0,0,0,0,0,0
,WAS906495-17,SEWER ASSET PLANNING,SEWER ASSET PLANNING - 10 YR FORECAST,0,0,48,48,48,48,48,48,48,48
,WAS906495-18,SEWER ASSET PLANNING,SEWER SYSTEM INSPECTION - 10 YR FORECAST,0,0,0,0,0,0,"10,000","10,000","10,000","10,000"
,WAS906495-5,SEWER ASSET PLANNING,Sewer Asset Planning,"1,000","1,000","1,000",0,0,0,0,0,0,0
,WAS906500-18,NEW SEWER CONSTRUCTION,DOWNSVIEW LANDS EXTERNAL UPGRADES,0,"2,000","4,000","2,000",0,0,0,0,0,0
,WAS906500-5,NEW SEWER CONSTRUCTION,NEW SEWERS ,"1,000",0,0,0,0,0,0,0,0,0
,WAS906501-2,YARD & BUILDING RENOVATION,YARD & BUILDING RENOVATION,100,0,0,0,0,0,0,0,0,0
,WAS906735-10,DIST SEWER REHAB OPS YR2005,GROUP 1 SEWAGE PUMPING STATION UPGRADES,500,0,0,0,0,0,0,0,0,0
,WAS906741-1,HIGHLAND CREEK TP YR2005,WAS THICKENING AND DEWATERING ENG,160,17,10,0,4,0,0,0,0,0
,WAS906742-6,HUMBER TP YR2005,HEADHOUSE UPGRADES Phase 1,10,5,0,0,0,0,0,0,0,0
,WAS906742-8,HUMBER TP YR2005,ODOUR CONTROL ENGINEERING,721,600,101,0,0,0,0,0,0,0
,WAS906743-1,ASHRIDGES BAY TP YR2005,Process & Equip Upgrades,9,5,16,25,0,0,0,0,0,0
,WAS906743-4,ASHRIDGES BAY TP YR2005,M & T IMPROVEMENTS (EQUIPMENT),10,0,0,0,0,0,0,0,0,0
,WAS906755-1,WESTERN BEACHES RETROFIT,WESTERN BEACHES RETROFIT,"1,000","4,000",200,0,0,0,0,0,0,0
,WAS906926-1,OPERATIONAL SUPPORT,DIVISIONAL SECURITY,650,0,0,0,0,0,0,0,0,0
,WAS906926-17,OPERATIONAL SUPPORT,Desginated Substance Abatement,100,0,0,0,0,0,0,0,0,0
,WAS906926-23,OPERATIONAL SUPPORT,HAND HELD DEVICES - UPDATED,150,0,0,0,0,0,0,0,0,0
,WAS906926-49,OPERATIONAL SUPPORT,DISTRICT OPERATION FACILITY UPGRADES,0,0,0,0,0,0,500,"3,400",0,0
,WAS906958-2,SEWER SYSTEM REHABILITATION,Group 2 & 3 Sewage P.S. Upgrades,8,31,0,0,0,0,0,0,0,0
,WAS906958-23,SEWER SYSTEM REHABILITATION,SEWAGE PUMPING STATION STANDBY POWER,"1,116",0,0,0,0,0,0,0,0,0
,WAS906958-5,SEWER SYSTEM REHABILITATION,CCTV Inspection,"1,000","1,000",0,0,0,0,0,0,0,0
,WAS906958-8,SEWER SYSTEM REHABILITATION,SPS SCADA UPGRADES - ENGINEERING,800,315,13,12,0,0,0,0,0,0
,WAS906958-9,SEWER SYSTEM REHABILITATION,SEWER REHABILITATION,"15,000","30,000",0,0,0,0,0,0,0,0
,WAS906960-1,STREAM RESTORATION & EROSION CONTROL,HIGHLAND CREEK STREAM RESTORATION,"1,000",0,0,0,0,0,0,0,0,0
,WAS906960-26,STREAM RESTORATION & EROSION CONTROL,STREAM RESTORATION-CRITICAL LOCATIONS,500,0,0,0,0,0,0,0,0,0
,WAS906960-27,STREAM RESTORATION & EROSION CONTROL,HIGHLAND CREEK STREAM RESTORATION - 10 YEAR,0,0,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
,WAS906960-28,STREAM RESTORATION & EROSION CONTROL,STREAM RESTORATION CRITICAL LOCAITONS - 10 YR,0,0,500,500,500,500,500,500,500,500
,WAS906964-18,CONVEYANCE CONTROLS - REPLC & REHAB,COATSWORTH CUT - PHASE 1 CONSTRUCTION,0,110,110,110,0,0,0,0,0,0
,WAS906966-8,SWM  TRCA FUNDING,10 Year TRCA Funding,0,327,336,344,353,361,371,380,389,399
,WAS906968-2,ENGINEERING,CONSULTING FEES,"2,000","2,000",0,0,0,0,0,0,0,0
,WAS906968-31,ENGINEERING,ROAD RESTORATION,"1,000",0,0,0,0,0,0,0,0,0
,WAS906973-25,SEWER REPLACEMENT PROGRAM,SEWER REPLACEMENT 2012,170,0,0,0,0,0,0,0,0,0
,WAS906973-37,SEWER REPLACEMENT PROGRAM,FORCEMENT REPLACEMENT - 10 YEAR,0,"1,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000"
,WAS906980-8,ASHBRIDGES BAY T.P. YR2006,MEDIATION AGREEMENT IMPLEMENTATION - PART 2,25,25,0,0,0,0,0,0,0,0
,WAS906980-9,ASHBRIDGES BAY T.P. YR2006,DEWATERING EQUIPMENT UPGRADES,75,4,0,0,0,0,0,0,0,0
,WAS906981-16,HIGHLAND CREEK WWTP UPGRADES,MECH SYSTEMS UPGRADES - CONSTR,"1,000",0,0,0,0,0,0,0,0,0
,WAS906981-31,HIGHLAND CREEK WWTP UPGRADES,ELEC SYSTEM UPGRADES - CONSTR,"3,500",0,0,0,0,0,0,0,0,0
,WAS906981-32,HIGHLAND CREEK WWTP UPGRADES,CEPA COMPLIANCE -HCTP - 2014 SC,200,"2,000",300,0,0,0,0,0,0,0
,WAS906981-5,HIGHLAND CREEK WWTP UPGRADES,TRANSFORMERS AND SWITCHGEAR,0,0,"1,000","1,250","1,690","1,200",0,0,0,0
,WAS906981-7,HIGHLAND CREEK WWTP UPGRADES,MECH & ELECTRICAL UPGRADE ENGINEERING,"1,027",685,0,0,0,0,0,0,0,0
,WAS906981-8,HIGHLAND CREEK WWTP UPGRADES,DIGESTER GAS SYSTEM UPGRADES,"1,670","4,950","4,680",50,0,0,0,0,0,0
,WAS906982-1,HUMBER WWTP UPGRADES,BUILDING UPGRADE ENGINEERING,18,0,0,0,0,0,0,0,0,0
,WAS906982-20,HUMBER WWTP UPGRADES,BLDG & GROUNDS UPGRADE,320,376,0,0,0,0,0,0,0,0
,WAS906982-29,HUMBER WWTP UPGRADES,ADMIN BUILDING EXPANSION,100,250,400,0,0,0,0,0,0,0
,WAS906982-52,HUMBER WWTP UPGRADES,HVAC UPGRADES,570,210,0,0,0,0,0,0,0,0
,WAS906982-8,HUMBER WWTP UPGRADES,NEW GROUNDSKEEPING BUILDING and RAS Control Room,450,0,0,0,0,0,0,0,0,0
,WAS906994-3,HIGHLAND CREEK WWTP - SOLIDS & GAS HANDLING,WAS THICKENING AND DEWATERING CONSTR,93,0,0,0,0,0,0,0,0,0
,WAS907038-3,Land Acquisition for Source Water Protect,EROSION PROTECTION & LAND ACQUISITION,"2,000","2,000",0,0,0,0,0,0,0,0
,WAS907097-19,ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV,CITY IMPROVEMENTS RE: TH COGEN,900,"1,300","2,500","2,200","1,000",50,0,0,0,0
,WAS907097-40,ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV,GROVE LANDSCAPING PH1,0,0,0,0,0,0,0,0,"2,000",0
,WAS907098-13,ASHBRIDGES BAY WWTP - EFFLUENT SYSTEM,ABTP OUTFALL ASSESSMENT,14,0,0,0,0,0,0,0,0,0
,WAS907099-10,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,INTERGRATED PUMPING STATION - ENGINEERING,124,299,120,90,90,90,90,90,60,0
,WAS907099-12,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,WORK AREA 1 REHAB,20,20,0,0,0,0,0,0,0,0
,WAS907099-13,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,WORK AREA 5 REHAB,400,0,0,0,0,0,0,0,0,0
,WAS907099-39,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,INTEGRATED PUMPING STATION - CONSTRUCTION,105,0,0,0,0,0,0,0,0,0
,WAS907099-45,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,WORK AREA 1 REHAB-2014 SC,175,-18,0,0,0,0,0,0,0,0
,WAS907099-7,ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING,Primary and Secondary Tanks Rehabilitation,0,0,0,0,0,0,0,0,143,0
,WAS907100-25,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,PELLETIZER TRUCK LOADING FACILITY UPGRADES,"1,000",0,0,0,0,0,0,0,0,0
,WAS907100-3,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING,84,84,66,60,60,60,60,3,0,0
,WAS907100-4,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,DIGESTERS 9-12 REFURBISHMENT,144,405,369,1,1,0,0,0,0,0
,WAS907100-8,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,BIOSOLIDS PELLETIZER RETROFIT,400,400,0,0,0,0,0,0,0,0
,WAS907101-7,ASHBRIDGES BAY WWTP - O&M UPGRADES,MISC MECH REHAB,"5,000","4,000",0,0,0,0,0,0,0,0
,WAS907102-13,ASHBRIDGES BAY WWTP - ODOUR CONTROL,D BUILDING TREATMENT & BIOFILTER,15,0,0,0,0,0,0,0,0,0
